matrix_column
embryo 10h 1
embryo 10h 2
embryo 10h 3
larvae 1st instar 1
larvae 2nd instar 1
larvae 3rd instar 1
pupae P1 1
pupae P1 2
pupae P1 3
pupae P2 1
pupae P2 2
pupae P2 3
pupae P3 1
pupae P3 2
pupae P3 3
pupae P4 1
pupae P4 2
pupae P4 3
pupae P5 1
pupae P5 2
pupae P5 3
pupae 24h 1
pupae 24h 2
pupae 24h 3
pupae 48h 1
pupae 48h 2
pupae 48h 3
adults 5d 1
adults 5d 2
adults 5d 3
